date,time,symbol,signal,close,prediction,in_kz,est_pnl
2026-04-27,11:48,MES.F,-1,7188.75,7179.46,,92.9
2026-04-27,11:48,MNQ.F,0,27447.75,27408.28,,157.87
2026-04-27,11:48,M2K.F,0,2795.3,2791.42,,38.76
2026-04-27,11:48,MYM.F,0,49324.0,49277.61,,46.39
2026-04-27,11:48,M6E.F,0,1.1773,1.1781,,-20.03
2026-04-27,11:48,M6A.F,0,0.718,0.7187,,-13.33
2026-04-27,11:48,MCL.F,0,96.57,96.1,,47.46
2026-04-27,12:02,MES.F,0,7188.75,7208.169921875,,-194.21
2026-04-27,12:02,MNQ.F,0,27447.75,27429.580078125,,72.7
2026-04-27,12:02,M2K.F,0,2795.3,2782.97998046875,,123.23
2026-04-27,12:02,MYM.F,0,49324.0,49153.859375,,170.14
2026-04-27,12:02,M6E.F,0,1.1773,1.1776000261306765,,-8.61
2026-04-27,12:02,M6A.F,0,0.718,0.7164000272750854,,31.27
2026-04-27,12:02,MCL.F,1,96.57,96.91000366210938,,34.01
2026-04-27,15:13,MES.F,-1,7188.75,7172.97998046875,,157.73
2026-04-27,15:13,MNQ.F,0,27447.75,27482.83984375,,-140.38
2026-04-27,15:13,M2K.F,0,2795.3,2789.080078125,,62.19
2026-04-27,15:13,MYM.F,1,49324.0,49398.37890625,,74.38
2026-04-27,15:13,M6E.F,0,1.1773,1.177899956703186,,-14.84
2026-04-27,15:13,M6A.F,0,0.718,0.7182999849319458,,-6.39
2026-04-27,15:13,MCL.F,0,96.57,95.04000091552734,,152.71
2026-04-27,718.58,0
2026-04-27,1338.51,0
2026-04-27,387.91,0
2026-04-27,344.56,0
2026-04-27,506.31,0
2026-04-27,986.5,0
2026-04-28,2104.23,0
2026-04-28,355.87,0
2026-04-28,-325.19,0
2026-04-28,61.16,0
2026-04-28,298.95,0
2026-04-28,578.34,0
2026-04-28,778.06,0
2026-04-28,-66.5,0
2026-04-28,-361.73,0
2026-04-28,-162.35,0
